Business Process Name,Description,Process owner,Diagram URL
5.3.2.6E Time Booking 2.00,"Key Activities:
Book spend time by Service Order
Review and correct hours recording",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=caeb5f94-0417-4536-8ec0-4eb2a91f6c92&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2.6F Initiate NC/ RMA Return 4.00,"Key Activities:
Create Non-Conformance
Create RMA + Traveler",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=911ac833-3f82-4949-8cea-ea37be672263&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2.6H Used / Unused Parts Return 1.00,"Key Activities:
Used/ Unused Part Return",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=781f227d-20d0-4fb6-9af1-ca55cabbc9bf&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3 Complete Service Delivery 1.00,"Key activities:
Completion of any type of Service Order",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=21ef0012-111d-4fe6-b413-1e3b63649040&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.1 R&C Conduct service delivery/project review and evaluate success 1.00,"Key Activities:
Monty review and follow-up of regional for installation and service defined KPI",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=956217fd-0798-4400-acc3-3e9a7eb1664a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -CO/PS Complete Service Order ZMCO/ ZMPS incl SSD: fld. Change Order/ Prod. Sup. 1.00,"Key activities:
On closure of service activities: Disposition material balance
Book time
Technical close Service Order
Trigger Settlement",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f807d6ac-248f-435a-9420-909808e93d47&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -IQ Complete Service Order ZMIQ: Install & Qualification 1.00,"Key activities:
Complete installationDisposition remining part remaining
Verify and correct project hours
Approve changes in warranty period
Sign off and file Final Acceptance by customer
Create extended warranty contract if applicable
Trigger Equipment master update",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c34931ec-6bb7-458f-b5f3-bd12e8953450&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -KM Complete Service Order ZMKM: complete Kit Management 2.00,"Key activities:
Ensure Repair Service Order have a define type before month closure
On closure of service activities: Disposition material balance
Ensure WBS is indicated
Book time
Technical close Service Order
Trigger Settlement",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=fbcdb725-fcf8-4b0d-99d9-50dd9aa09307&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -PD Complete Service Order ZMPD: PaiD 1.00,"Key activities:
On closure of service activities: Disposition material balance
Book time
Technical close Service Order
Trigger Quotation \and receive customer PO Trigger Settlement",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1b698f54-5bc8-4aab-9625-5c46bc0845a0&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -PD>RP Change paid (ZMPD) to non paid (ZMRP) Service Order 1.00,"Key Activities:
Change service order type from Paid to Non Paid",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a4642b99-d522-4734-9543-b892ceaa0014&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"5.3.3.5 -RP Complete Service Order ZMRP: Maintenance, RePair 1.00","Key activities:
Ensure Repair Service Order have a define type before month closure
On closure of service activities: Disposition material balance
Book time
Technical close Service Order
Trigger Settlement",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e38dd45b-5267-4b5c-9880-3da7f7e15755&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -RP>PD Change non Paid (ZMRP) to Paid (ZMPD) Service Order 1.00,"Key Activities:
Change from Non Paid to Paid service order type",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bf51069e-6e19-4435-b6f9-8d1976ce990c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.3.5 -RP>RP Change Service Order ZMPR PM Activity Type 1.00,"Key Activities:
PM ActType Change for ZMRP service order type",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=6bee44db-d165-4cea-8967-2ae15bc7e4a9&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.1.6 Define warranty offering 1.00,"Staged approval process to initiate change in default warranty period involving:
Service Manger
I&Q Manger
and depending on equipment type
KPU GPS Director
KPU Controller
Controller - Spares & Service
Service Analyst",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3333478c-e6fe-41ee-a55c-d2043d7c6db3&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.1.6.4 Define warranty related offerings for customers 1.00,"Key activities:
Review and approval of warranty period changes by tool type involving applicable IQ&S, KPU and Finance stakeholders",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c33730d0-490c-41c8-8ab4-c8e7968f1dcb&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.2.4 Process returns 1.00,Manage Process Returns,Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=646a8752-fd54-4d75-a9e2-1a94384cf0f5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.2.4.1 -SP Process returns (ARM) 1.00,Process returns (ARM),Sales Operations BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=68c33f5d-92c2-499c-9f50-3dc8903c74a7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.3.4 Service Products 1.00,Service Products,Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=067cde7c-0bf3-4336-93de-319f245beaec&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.3.4.1D Manage Functional Location 1.00,"Key Activities:
Verfify and create new functional location
De-active existing functional location",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=81bd7dd5-7aa3-43c6-8f71-7a1d543a1431&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.3.4.1E Manage Equipment Master 1.00,"Key Activities:
Creation of the Equipment Master for Equipment and CKM
Linking them to the correct level of equipment and replicating them to FSM
Registering / Maintaining equipment status in the Equipment Master",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a0195e1f-7973-4db7-a9e3-0622224ec2a7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.3.4.1F Create/ Update I&Q Task List 1.00,"This is a process to change master data to change to add or remove or re-sequencing the default set operations for hardware installation.
this is expected to be used only very minimal",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2f62041d-3e75-4bae-8b40-e7be68349f78&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.3.4.1G Installed Base 1.00,This process is to register information from a 3rd party cleaning vendor for CKM kits,Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=81c8d7c0-28b4-475c-a3b4-a0815c39d5c9&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
6.3.4.1H Creation of Measurement Points and Documents 1.00,Create Measurement Points and Documents (usage count),Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=24af01fd-5216-4fc6-84db-d433c8a1ffaf&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2 Perform cost accounting and control 1.00,Cost Accounting and Control overview,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7730ea3a-ff3b-4c4b-9893-65ee969ff0df&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -ADHOC1 MM RPT Perform inventory accounting (Adhoc MM Reporting) 1.00,Ad hoc inventory reports,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c2cdb6e5-6102-4361-984a-1d22df42b833&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -ADHOC2 INV RPT Perform inventory accounting (Adhoc Inventory Reporting) 1.00,Ad hoc inventory query,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1196b9bd-740f-4f78-89fe-7fc0fb8e6a9c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -ADHOC3 ANALYSIS Perform inventory accounting (Adhoc Cost Analysis) 1.00,Ad-hoc Inventory cost analysis (t-codes),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=ea32c744-fef9-4cba-ad02-1c7b032a65fc&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -MTHLY E&O Perform inventory accounting (Monthly Excess & Obsolescence) 1.00,Monthly E&O provision,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2bc86036-2c07-4ded-9ba5-0223f4d80887&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -MTHLY INV RPT Perform inventory accounting (Monthly Inventory Reporting) 1.00,Inventory reporting process,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=d18b300c-33d2-440e-a165-561a18be89b4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -MTHLY PDT VAR Perform inventory accounting (Monthly Production Variance) 1.00,Monthly Production Variance analysis.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=0a4e27c3-33f7-44f3-9d0c-38e073ba27a3&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -MTHLY PPV Perform inventory accounting (Monthly PPV) 1.00,Monthly Purchase Price Variance report and analysis,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3aa964b4-f391-469b-a902-d8ecd80054ec&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -QTR E&O Perform inventory accounting (Quarterly E&O) 1.00,"Quarterly Inventory E&O provision for raw material, components and subassembly parts.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=53c0f7cf-7cd9-4766-8811-fb1f9fbd4c3e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -QTR FG Perform inventory accounting (Quarterly FG Listing) 1.00,Inventory FG listing is performed on monthly basis and the provision by SU1 is on quarterly basis.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=ae596ca8-6868-42de-a9eb-cd4cd2434d8f&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.1 -RPT APPROVAL Perform inventory accounting (Approval) 1.00,The review and approval of month inventory reports/analysis in 9121B1A to 9121B1D,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1b97d0ac-91a7-4c78-87c6-4e4db24cb626&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.3 Perform cost of sales analysis 1.00,Cost of Sales variance analysis is performed at month-end,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=262f9792-969c-4ac4-a0ac-7cef278fb472&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -ACVT RATE Perform product costing (Maintain Activity Rate) 1.00,"The steps to maintain planned/standard activity rates (Labor, variable overhead and fixed overhead) either by manual or system calculation.",Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7f7a31e7-7354-497a-a139-1c499947ffba&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -EXT BUY Perform product costing (Existing Buy Part) 1.00,Process to perform ad-hoc or quarterly standard cost update for existing buy part,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=9f1c33bc-0855-4269-853c-38b7679ac46c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -EXT MAKE Perform product costing (Existing Make Part) 1.00,Perform product costing for existing Make part (ad hoc and quarterly),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5470917d-eb9a-4a0d-bec1-09c8f7e9f7b2&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -EXT SP Perform product costing (Existing Spare Part) 1.00,Quarterly standard cost update process for spare plants via source plants (then ZSPARES_AUTOSP program to update standard cost in spare plants),Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c750a4a1-cb36-4dd3-bd2c-8b3dde52530c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -NEW BUY Perform product costing (New Buy Part) 1.00,To update standard cost for new buy part via automated program,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=06ae78b0-d3a8-4161-96ec-e8481f8481e6&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -NEW MAKE Perform product costing (New Make Part) 1.00,Business flow to perform product costing for new Make Part based on request from Power Apps,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3c03e641-57ee-4439-87f6-7ad20cfed8f4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
9.1.2.4 -NEW SP Perform product costing (New Spare Part) 1.00,System Process via batch program to update standard cost in spare plants.,Finance BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=53af2328-58e1-4919-a81c-0a0f501c998a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
